"","country","year","region","continent","population","infant_mortality","fertility","gdp","life_expectancy"
"2027","Uruguay",1970,"South America","Americas",2809799,48.6,2.9,12168941584,68.88
"2030","Venezuela",1970,"South America","Americas",11587758,48.1,5.4,67317250051,65.8
"2034","Zambia",1970,"Eastern Africa","Africa",4185378,109.3,7.44,2384401746,53.88
"2035","Zimbabwe",1970,"Eastern Africa","Africa",5206311,72.4,7.42,2682438620,57.22
"2037","Algeria",1971,"Northern Africa","Africa",14960111,143.6,7.62,17504276281,52.88
"2040","Argentina",1971,"South America","Americas",24366442,58.8,3.1,167531106544,67.32
"2043","Australia",1971,"Australia and New Zealand","Oceania",13150591,17.4,2.95,164954051790,71.38
"2044","Austria",1971,"Western Europe","Europe",7543451,24.7,2.2,87114441714,70.27
"2046","Bahamas",1971,"Caribbean","Americas",173867,26.4,3.5,2916461764,64.85
"2048","Bangladesh",1971,"Southern Asia","Asia",66417450,148.9,6.94,17843119136,45.74
"2049","Barbados",1971,"Caribbean","Americas",240038,39.2,2.95,1539792152,66.71
"2051","Belgium",1971,"Western Europe","Europe",9692900,19.7,2.13,114061367202,71.01
"2052","Belize",1971,"Central America","Americas",124792,67.9,6.29,148797216,66.21
"2053","Benin",1971,"Western Africa","Africa",2971941,154.9,6.79,819324517,44.55
"2055","Bolivia",1971,"South America","Americas",4600596,141.3,6.55,4107111161,47.86
"2057","Botswana",1971,"Southern Africa","Africa",715811,82.2,6.61,357164757,54.9
"2058","Brazil",1971,"South America","Americas",98402200,100,4.9,212676237580,60.14
"2061","Burkina Faso",1971,"Western Africa","Africa",5723379,148.5,6.66,806402579.7,40.75
"2062","Burundi",1971,"Eastern Africa","Africa",3507593,146.3,7.33,538443931.3,42.91
"2064","Cameroon",1971,"Middle Africa","Africa",6948847,121.6,6.25,3489494427,49.59
"2065","Canada",1971,"Northern America","Americas",21790338,17.7,2.14,288322748523,72.91
"2067","Central African Republic",1971,"Middle Africa","Africa",1864757,134.5,5.95,654941830,44.19
"2068","Chad",1971,"Middle Africa","Africa",3727382,134.5,6.58,810746063.9,46.33
"2069","Chile",1971,"South America","Americas",9741579,66.7,3.85,22984914082,62.34
"2070","China",1971,"Eastern Asia","Asia",829367784,76.8,5.4,107076898572,62.04
"2071","Colombia",1971,"South America","Americas",22611988,68.1,5.37,33635476030,63.23
"2073","Congo, Dem. Rep.",1971,"Middle Africa","Africa",20563111,147.5,6.24,7132103209,48.6
"2074","Congo, Rep.",1971,"Middle Africa","Africa",1376189,86.5,6.28,1012483298,53.14
"2075","Costa Rica",1971,"Central America","Americas",1898366,57.8,4.73,4609774984,67.86
"2076","Cote d'Ivoire",1971,"Western Africa","Africa",5487594,156.4,7.93,5056651074,46.27
"2078","Cuba",1971,"Caribbean","Americas",8869961,34.5,3.86,16796790511,70.34
"2081","Denmark",1971,"Northern Europe","Europe",4960476,13.3,2.04,83222395087,73.55
"2083","Dominican Republic",1971,"Caribbean","Americas",4631114,83.7,5.98,5868584993,61.47
"2084","Ecuador",1971,"South America","Americas",6248831,93.7,6.01,5902953506,59.67
"2085","Egypt",1971,"Northern Africa","Africa",35561087,159.6,5.85,21031314991,52.88
"2086","El Salvador",1971,"Central America","Americas",3765252,104.9,6.11,7223467391,57.85
"2091","Fiji",1971,"Melanesia","Oceania",531601,42.9,4.4,769203456.9,59.96
"2092","Finland",1971,"Northern Europe","Europe",4623389,12.6,1.7,51898819538,70.22
"2093","France",1971,"Western Europe","Europe",51273975,14.4,2.41,633340148632,72.27
"2096","Gambia",1971,"Western Africa","Africa",460193,123.8,6.14,247296850,44.36
"2098","Germany",1971,"Western Europe","Europe",78584779,21.4,1.92,958981760098,70.94
"2099","Ghana",1971,"Western Africa","Africa",8827273,119.5,6.94,2682671393,50.39
"2100","Greece",1971,"Southern Europe","Europe",8819206,31.9,2.36,63416849797,71.53
"2103","Guatemala",1971,"Central America","Americas",5577824,115.2,6.22,7196705549,54.27
"2106","Guyana",1971,"South America","Americas",703811,55.2,5.02,562585665.4,60.92
"2108","Honduras",1971,"Central America","Americas",2766444,98.7,7.2,2487636175,55.37
"2110","Hungary",1971,"Eastern Europe","Europe",10381705,38.5,2.05,26430662750,69.19
"2111","Iceland",1971,"Northern Europe","Europe",207050,12.3,2.95,3155766144,73.75
"2112","India",1971,"Southern Asia","Asia",566605402,140.6,5.41,121735010893,49.35
"2113","Indonesia",1971,"South-Eastern Asia","Asia",117921994,109.9,5.41,29511800441,53.4
"2114","Iran",1971,"Southern Asia","Asia",29281130,126,6.36,46575433743,53.28
"2118","Italy",1971,"Southern Europe","Europe",53891946,28.2,2.43,520720087534,71.87
"2119","Jamaica",1971,"Caribbean","Americas",1900243,43.3,5.31,6425447176,71.06
"2120","Japan",1971,"Eastern Asia","Asia",105142875,12.6,2.11,1819073516325,72.87
"2123","Kenya",1971,"Eastern Africa","Africa",11657479,89.3,8.05,4002858709,54.45
"2124","Kiribati",1971,"Micronesia","Oceania",52020,94.8,5.67,58180025.67,50.21
"2125","South Korea",1971,"Eastern Asia","Asia",32087884,37.3,4.41,68889189755,62.02
"2131","Lesotho",1971,"Southern Africa","Africa",1053524,128.7,5.81,194233279.6,49.96
"2132","Liberia",1971,"Western Africa","Africa",1457714,187.8,6.74,1147746603,40.75
"2135","Luxembourg",1971,"Western Europe","Europe",342224,18.1,1.87,6082746483,69.35
"2138","Madagascar",1971,"Eastern Africa","Africa",6760352,94.2,7.33,2917432338,48.36
"2139","Malawi",1971,"Eastern Africa","Africa",4728693,204.8,7.35,638484762.1,42.09
"2140","Malaysia",1971,"South-Eastern Asia","Asia",11182078,41.7,4.74,13143980655,65.51
"2142","Mali",1971,"Western Africa","Africa",6044532,193.5,6.91,1065299292,35.27
"2143","Malta",1971,"Southern Europe","Europe",304546,23.6,1.96,643144191.2,71.9
"2144","Mauritania",1971,"Western Africa","Africa",1182945,107.5,6.77,713539194.5,50.25
"2146","Mexico",1971,"Central America","Americas",53719547,75.1,6.64,187762168998,62.25
"2151","Morocco",1971,"Northern Africa","Africa",16389949,118.8,6.59,12775005042,54.77
"2154","Nepal",1971,"Southern Asia","Asia",12232454,174.6,5.96,1710374808,44.91
"2155","Netherlands",1971,"Western Europe","Europe",13104216,12.2,2.36,173565563198,73.81
"2158","Nicaragua",1971,"Central America","Americas",2472656,114,6.86,3225872437,60.01
"2159","Niger",1971,"Western Africa","Africa",4623121,139.1,7.46,1420139175,38.45
"2160","Nigeria",1971,"Western Africa","Africa",57453734,164.1,6.52,22611064089,46.56
"2161","Norway",1971,"Northern Europe","Europe",3904750,12.7,2.49,60968411443,74.3
"2162","Oman",1971,"Western Asia","Asia",748971,143.9,7.35,3161337597,54.14
"2163","Pakistan",1971,"Southern Asia","Asia",59690467,138.3,6.6,17369154645,54.6
"2164","Panama",1971,"Central America","Americas",1563113,49.5,5.06,4527295893,67.18
"2165","Papua New Guinea",1971,"Melanesia","Oceania",2503074,97.1,6.14,1726955621,46.97
"2166","Paraguay",1971,"South America","Americas",2535355,57.4,5.59,2031863394,69.49
"2167","Peru",1971,"South America","Americas",13704333,100.9,6.19,28515096192,56.2
"2168","Philippines",1971,"South-Eastern Asia","Asia",36851055,54.9,6.15,30671930089,62.54
"2170","Portugal",1971,"Southern Europe","Europe",8717871,51.8,2.94,42672912124,66.91
"2175","Rwanda",1971,"Eastern Africa","Africa",3868345,131.5,8.25,819714671.5,45.71
"2177","St. Vincent and the Grenadines",1971,"Caribbean","Americas",91440,59.6,5.83,128772965.6,65.16
"2180","Senegal",1971,"Western Africa","Africa",4348499,119.8,7.37,2262932815,40.18
"2182","Seychelles",1971,"Eastern Africa","Africa",53706,51.4,5.63,164380374.9,65.11
"2183","Sierra Leone",1971,"Western Africa","Africa",2558395,188,6.75,765426141.2,44.28
"2184","Singapore",1971,"South-Eastern Asia","Asia",2112873,21,3.01,10761031619,67.75
"2189","Spain",1971,"Southern Europe","Europe",34305591,24,2.87,241716799132,71.79
"2190","Sri Lanka",1971,"Southern Asia","Asia",12749209,52.7,4.21,4290483612,65.15
"2191","Sudan",1971,"Northern Africa","Africa",10568788,94,6.9,3989657649,54.68
"2193","Swaziland",1971,"Southern Africa","Africa",458717,116.6,6.88,292410532.2,49.4
"2194","Sweden",1971,"Northern Europe","Europe",8090044,10.9,1.96,134536249651,74.58
"2196","Syria",1971,"Western Asia","Asia",6599366,71.7,7.57,4043428384,60.08
"2199","Thailand",1971,"South-Eastern Asia","Asia",37964925,68.7,5.4,20144859060,60.33
"2201","Togo",1971,"Western Africa","Africa",2185661,130,7.14,618863062.9,48.36
"2203","Trinidad and Tobago",1971,"Caribbean","Americas",956364,43.1,3.48,4526630110,65.91
"2204","Tunisia",1971,"Northern Africa","Africa",5172692,116.4,6.29,5183714988,54.16
"2205","Turkey",1971,"Western Asia","Asia",35608079,122.8,5.48,79404894949,55.27
"2210","United Kingdom",1971,"Northern Europe","Europe",55785325,17.7,2.18,712164697966,72.2
"2211","United States",1971,"Northern America","Americas",211357912,19.1,2.27,3867133210851,71.24
"2212","Uruguay",1971,"South America","Americas",2818269,47.9,2.94,12138310953,68.94
"2215","Venezuela",1971,"South America","Americas",11937803,46.8,5.22,68313068113,66.27
"2219","Zambia",1971,"Eastern Africa","Africa",4331002,106.7,7.44,2382350217,54.51
"2220","Zimbabwe",1971,"Eastern Africa","Africa",5385342,71.6,7.42,2921647386,57.63
"2222","Algeria",1972,"Northern Africa","Africa",15377095,140.6,7.59,22304643652,53.38
"2225","Argentina",1972,"South America","Americas",24782950,58,3.15,170259210724,67.64
"2228","Australia",1972,"Australia and New Zealand","Oceania",13364238,16.8,2.74,171438741659,71.9
"2229","Austria",1972,"Western Europe","Europe",7573660,24.1,2.09,92522385131,70.59
"2231","Bahamas",1972,"Caribbean","Americas",177844,26.8,3.47,2814463291,65.08
"2233","Bangladesh",1972,"Southern Asia","Asia",67578486,148.2,6.93,15349770078,45.52
"2234","Barbados",1972,"Caribbean","Americas",241441,37.3,2.79,1559406034,67.09
"2236","Belgium",1972,"Western Europe","Europe",9715673,18.7,2.05,120101605987,71.35
"2237","Belize",1972,"Central America","Americas",127148,65.4,6.28,164001760,66.66
"2238","Benin",1972,"Western Africa","Africa",3039300,152.5,6.82,871977321.9,45.16
"2240","Bolivia",1972,"South America","Americas",4698090,138,6.5,4434344635,48.34
"2242","Botswana",1972,"Southern Africa","Africa",739754,79.1,6.58,451320315.4,55.54
"2243","Brazil",1972,"South America","Americas",100844391,97.4,4.78,238309683978,60.56
"2246","Burkina Faso",1972,"Western Africa","Africa",5825171,147.1,6.7,825042565.1,41.25
"2247","Burundi",1972,"Eastern Africa","Africa",3547335,146.2,7.35,503962170.8,43.1
"2249","Cameroon",1972,"Middle Africa","Africa",7134374,118.2,6.29,3582798039,50.22
"2250","Canada",1972,"Northern America","Americas",22141998,16.7,1.97,304024389011,72.81
"2252","Central African Republic",1972,"Middle Africa","Africa",1900702,132.1,5.95,654936702.6,45.04
"2253","Chad",1972,"Middle Africa","Africa",3816299,131.8,6.64,820066531.1,46.91
"2254","Chile",1972,"South America","Americas",9916558,65.7,3.68,22796622697,62.98
"2255","China",1972,"Eastern Asia","Asia",849787991,73.3,4.92,111145820718,61.36
"2256","Colombia",1972,"South America","Americas",23146803,65.9,5.15,36216465586,63.64
"2258","Congo, Dem. Rep.",1972,"Middle Africa","Africa",21120996,145.9,6.27,7142882350,49.05
"2259","Congo, Rep.",1972,"Middle Africa","Africa",1419305,84.4,6.3,1099734561,53.42
"2260","Costa Rica",1972,"Central America","Americas",1947048,52.5,4.49,4986764462,68.4
"2261","Cote d'Ivoire",1972,"Western Africa","Africa",5747633,151.3,7.94,5270882418,47.15
"2263","Cuba",1972,"Caribbean","Americas",9025299,30.9,3.65,17607518857,70.82
"2266","Denmark",1972,"Northern Europe","Europe",4989146,12.5,2.03,86696928071,73.59
"2268","Dominican Republic",1972,"Caribbean","Americas",4759935,81.6,5.78,6478575344,62.09
"2269","Ecuador",1972,"South America","Americas",6428707,91.2,5.87,6174088707,60.16
"2270","Egypt",1972,"Northern Africa","Africa",36302154,156.8,5.76,21458018624,53.31
"2271","El Salvador",1972,"Central America","Americas",3862132,102.9,6.01,7665365435,58.07
"2276","Fiji",1972,"Melanesia","Oceania",542811,42.7,4.28,826780467.1,60.29
"2277","Finland",1972,"Northern Europe","Europe",4644847,12,1.59,55913445265,70.91
"2278","France",1972,"Western Europe","Europe",51741044,13.7,2.33,662077162387,72.52
"2281","Gambia",1972,"Western Africa","Africa",474538,121.5,6.19,247894580,45.42
"2283","Germany",1972,"Western Europe","Europe",78700104,20.6,1.8,1000221248758,71.16
"2284","Ghana",1972,"Western Africa","Africa",9083575,118.2,6.92,2615935781,50.7
"2285","Greece",1972,"Southern Europe","Europe",8856097,30.8,2.35,69860097594,71.85
"2288","Guatemala",1972,"Central America","Americas",5737720,112.1,6.21,7724443678,55
"2291","Guyana",1972,"South America","Americas",712188,55,4.97,543920924.2,61.08
"2293","Honduras",1972,"Central America","Americas",2845260,95.2,7.11,2630981360,56.07
"2295","Hungary",1972,"Eastern Europe","Europe",10417419,38.4,2.07,28042933178,69.82
"2296","Iceland",1972,"Northern Europe","Europe",209868,11.8,2.88,3350708373,74.66
"2297","India",1972,"Southern Asia","Asia",579800632,138.3,5.32,121061449480,50.08
"2298","Indonesia",1972,"South-Eastern Asia","Asia",121059511,106.7,5.34,31838126471,54.09
"2299","Iran",1972,"Southern Asia","Asia",30073845,120.7,6.29,54161809687,54.24
"2303","Italy",1972,"Southern Europe","Europe",54262086,26.5,2.38,539937188170,72.15
"2304","Jamaica",1972,"Caribbean","Americas",1929556,41.8,5.11,7582577384,71.39
"2305","Japan",1972,"Eastern Asia","Asia",106616535,11.9,2.11,1972122126228,73.39
"2308","Kenya",1972,"Eastern Africa","Africa",12083165,87.3,8.01,4686644220,55.08
"2309","Kiribati",1972,"Micronesia","Oceania",52823,92.6,5.35,65207737.75,50.61
"2310","South Korea",1972,"Eastern Asia","Asia",32759447,33.3,4.27,71967189142,62.73
"2316","Lesotho",1972,"Southern Africa","Africa",1075281,125.4,5.8,193839555,50.31
"2317","Liberia",1972,"Western Africa","Africa",1497356,184.4,6.78,1195269000,41.43
"2320","Luxembourg",1972,"Western Europe","Europe",345108,17.1,1.78,6484097816,70.59
"2323","Madagascar",1972,"Eastern Africa","Africa",6952383,95.3,7.32,2880304466,48.94
"2324","Malawi",1972,"Eastern Africa","Africa",4859569,200.6,7.39,678270976,42.55
"2325","Malaysia",1972,"South-Eastern Asia","Asia",11460080,39.8,4.6,14377137703,65.93
"2327","Mali",1972,"Western Africa","Africa",6147459,191.1,6.92,1127555558,36.04
"2328","Malta",1972,"Southern Europe","Europe",304850,22.3,1.98,680693029.3,72.2
"2329","Mauritania",1972,"Western Africa","Africa",1217912,107,6.76,708309609.6,50.73
"2331","Mexico",1972,"Central America","Americas",55480125,72.7,6.53,203212756086,62.75
"2336","Morocco",1972,"Northern Africa","Africa",16740525,116.8,6.49,13086362238,55.19
"2339","Nepal",1972,"Southern Asia","Asia",12487785,170.9,5.95,1763700880,45.41
"2340","Netherlands",1972,"Western Europe","Europe",13239283,11.7,2.15,177916034509,73.72
"2343","Nicaragua",1972,"Central America","Americas",2549779,111.2,6.81,3297510125,60.8
"2344","Niger",1972,"Western Africa","Africa",4753054,140.4,7.5,1346770918,38.69
"2345","Nigeria",1972,"Western Africa","Africa",58829319,159.2,6.58,23371759533,47.16
"2346","Norway",1972,"Northern Europe","Europe",3932945,12.2,2.38,64180254603,74.46
"2347","Oman",1972,"Western Asia","Asia",776379,136.1,7.41,3471946111,55.07
"2348","Pakistan",1972,"Southern Asia","Asia",61341255,135.7,6.61,17510436463,55.12
"2349","Panama",1972,"Central America","Americas",1607835,47.4,4.94,4734658716,67.72
"2350","Papua New Guinea",1972,"Melanesia","Oceania",2576093,94.4,6.11,1824417280,47.63
"2351","Paraguay",1972,"South America","Americas",2596741,56.8,5.46,2162739399,69.78
"2352","Peru",1972,"South America","Americas",14072476,98.3,6.07,29333415569,57.04
"2353","Philippines",1972,"South-Eastern Asia","Asia",37925400,54.7,6.04,32342566048,62.77
"2355","Portugal",1972,"Southern Europe","Europe",8806016,47.6,2.88,46093443125,69.23
"2360","Rwanda",1972,"Eastern Africa","Africa",3983707,134.1,8.28,821871080.8,45.81
"2362","St. Vincent and the Grenadines",1972,"Caribbean","Americas",92465,60.3,5.63,162036935.3,65.43
"2364","Saudi Arabia",1972,"Western Asia","Asia",6382106,110.3,7.3,65283338516,58.04
"2365","Senegal",1972,"Western Africa","Africa",4485342,117.5,7.41,2407380545,40.94
"2367","Seychelles",1972,"Eastern Africa","Africa",55128,48.6,5.47,174749994.3,65.59
"2368","Sierra Leone",1972,"Western Africa","Africa",2605837,185.2,6.8,772316772.5,45.39
"2369","Singapore",1972,"South-Eastern Asia","Asia",2152603,19.6,2.84,12214093126,68.12
"2374","Spain",1972,"Southern Europe","Europe",34701025,22.6,2.86,261416103995,73
"2375","Sri Lanka",1972,"Southern Asia","Asia",13003394,51.9,4.08,4272872021,65.56
"2376","Sudan",1972,"Northern Africa","Africa",10918137,93.4,6.91,3787342666,55.06
"2378","Swaziland",1972,"Southern Africa","Africa",472337,113.4,6.87,308271744.2,50.03
"2379","Sweden",1972,"Northern Europe","Europe",8121560,10.4,1.91,137615432995,74.68
"2381","Syria",1972,"Western Asia","Asia",6828765,68.2,7.56,5055401755,60.82
"2384","Thailand",1972,"South-Eastern Asia","Asia",39061999,65.8,5.18,21006757943,60.82
"2386","Togo",1972,"Western Africa","Africa",2247575,127.2,7.18,666052346.6,49
"2388","Trinidad and Tobago",1972,"Caribbean","Americas",968742,42.2,3.43,4788285048,66.11
"2389","Tunisia",1972,"Northern Africa","Africa",5287548,110.9,6.16,6103446975,55.37
"2390","Turkey",1972,"Western Asia","Asia",36475356,119.3,5.38,85301334432,55.96
"2395","United Kingdom",1972,"Northern Europe","Europe",55927492,17.2,2.07,737563854133,71.98
"2396","United States",1972,"Northern America","Americas",213219515,18.3,2.01,4080667877148,71.34
"2397","Uruguay",1972,"South America","Americas",2821437,47.8,2.97,11978137460,69.01
"2400","Venezuela",1972,"South America","Americas",12286434,45.5,5.05,69189391661,66.72
"2404","Zambia",1972,"Eastern Africa","Africa",4484141,103.7,7.45,2601737630,55.13
"2405","Zimbabwe",1972,"Eastern Africa","Africa",5573312,71.1,7.42,3165014037,58.05
"2407","Algeria",1973,"Northern Africa","Africa",15804428,137,7.55,23155159027,53.91
"2410","Argentina",1973,"South America","Americas",25213388,56.8,3.2,175046480960,67.96
"2413","Australia",1973,"Australia and New Zealand","Oceania",13552190,16.2,2.49,175937185452,72.11
"2414","Austria",1973,"Western Europe","Europe",7598925,23,1.94,97047132641,71.16
"2416","Bahamas",1973,"Caribbean","Americas",181489,27.2,3.41,3027449702,65.3
"2418","Bangladesh",1973,"Southern Asia","Asia",68658472,147.4,6.9,15860254341,45.77
"2419","Barbados",1973,"Caribbean","Americas",242980,35.4,2.65,1580312998,67.47
"2421","Belgium",1973,"Western Europe","Europe",9734412,17.7,1.98,127766132692,71.56
"2422","Belize",1973,"Central America","Americas",129294,63.2,6.29,172778928,67.11
