Book_ID	ISBN	Book-Title	Book-Author	Year-Of-Publication	Publisher	Image-URL-S	Image-URL-M	Image-URL-L
507	0671742566	Tender Triumph (Sonnet Books)	Judith McNaught	1991	Pocket	http://images.amazon.com/images/P/0671742566.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671742566.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671742566.01.LZZZZZZZ.jpg	
508	0515122408	The Cat Who Tailed a Thief	Lilian Jackson Braun	1998	Jove Books	http://images.amazon.com/images/P/0515122408.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0515122408.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0515122408.01.LZZZZZZZ.jpg	
509	0440222818	Guilt	John T. Lescroart	1998	Island	http://images.amazon.com/images/P/0440222818.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0440222818.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0440222818.01.LZZZZZZZ.jpg	
510	0451204050	On Secret Service	John Jakes	2001	Signet Book	http://images.amazon.com/images/P/0451204050.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451204050.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451204050.01.LZZZZZZZ.jpg	
511	038533334X	Charming Billy	Alice McDermott	1999	Delta	http://images.amazon.com/images/P/038533334X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/038533334X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/038533334X.01.LZZZZZZZ.jpg	
512	0449131548	All the Days of My Life	Hilary Bailey	1986	Fawcett Books	http://images.amazon.com/images/P/0449131548.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0449131548.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0449131548.01.LZZZZZZZ.jpg	
513	0451188209	A Palette for Murder: Murder She Wrote (Murder She Wrote (Paperback))	Jessica Fletcher	1996	Signet Book	http://images.amazon.com/images/P/0451188209.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451188209.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451188209.01.LZZZZZZZ.jpg	
514	0449001954	Murder at the Library of Congress (Capital Crimes (Paperback))	Margaret Truman	2001	Fawcett Books	http://images.amazon.com/images/P/0449001954.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0449001954.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0449001954.01.LZZZZZZZ.jpg	
515	0345404777	No Safe Place	RICHARD NORTH PATTERSON	1999	Ballantine Books	http://images.amazon.com/images/P/0345404777.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345404777.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345404777.01.LZZZZZZZ.jpg	
516	0451185277	Thorns of Truth	Eileen Goudge	1999	Signet Book	http://images.amazon.com/images/P/0451185277.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451185277.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451185277.01.LZZZZZZZ.jpg	
517	0440224829	Granny Dan	DANIELLE STEEL	2000	Random House, Inc.	http://images.amazon.com/images/P/0440224829.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0440224829.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0440224829.01.LZZZZZZZ.jpg	
518	0671779338	Border Bride	Arnette Lamb	1993	Pocket	http://images.amazon.com/images/P/0671779338.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671779338.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671779338.01.LZZZZZZZ.jpg	
519	0380759497	Xanth 15: The Color of Her Panties	Piers Anthony	1992	Eos	http://images.amazon.com/images/P/0380759497.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380759497.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380759497.01.LZZZZZZZ.jpg	
520	3442098424	Der FÃ?Â¼rst der Finsternis. Roman.	Anne Rice	1992	Goldmann	http://images.amazon.com/images/P/3442098424.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/3442098424.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/3442098424.01.LZZZZZZZ.jpg	
521	1558505377	Jacob Marley's Christmas Carol	Tom Mula	1995	Adams Media Corp	http://images.amazon.com/images/P/1558505377.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1558505377.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1558505377.01.LZZZZZZZ.jpg	
522	0553256785	SLEEPING MURDER	AGATHA CHRISTIE	1983	Bantam	http://images.amazon.com/images/P/0553256785.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553256785.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553256785.01.LZZZZZZZ.jpg	
523	0836230868	Christmas : A Holiday Treasury	Della Rowland	1994	Andrews McMeel Publishing	http://images.amazon.com/images/P/0836230868.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0836230868.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0836230868.01.LZZZZZZZ.jpg	
524	0380752115	Whisper to Me of Love	Shirlee Busbee	1991	Harper Mass Market Paperbacks	http://images.amazon.com/images/P/0380752115.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0380752115.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0380752115.01.LZZZZZZZ.jpg	
525	0446364762	The Stars Shine Down	Sidney Sheldon	1993	Warner Books	http://images.amazon.com/images/P/0446364762.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0446364762.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0446364762.01.LZZZZZZZ.jpg	
526	0425166619	Toxin	Robin Cook	1999	Berkley Publishing Group	http://images.amazon.com/images/P/0425166619.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425166619.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425166619.01.LZZZZZZZ.jpg	
527	061312975X	This Present Darkness	Frank E. Peretti	1999	Sagebrush Bound	http://images.amazon.com/images/P/061312975X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/061312975X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/061312975X.01.LZZZZZZZ.jpg	
528	0590514776	Meet the Stars of Buffy the Vampire Slayer	Stefanie Scott	1998	Scholastic	http://images.amazon.com/images/P/0590514776.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0590514776.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0590514776.01.LZZZZZZZ.jpg	
529	0373037430	Rush to the Altar  (Twin Brides)	Rebecca Winters	2003	Harlequin	http://images.amazon.com/images/P/0373037430.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373037430.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373037430.01.LZZZZZZZ.jpg	
530	0553581279	The Silver Metal Lover	Tanith Lee	1999	Spectra Books	http://images.amazon.com/images/P/0553581279.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553581279.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553581279.01.LZZZZZZZ.jpg	
531	0373750013	The Virgin's Secret Marriage   The Brides Of Holly Springs (Harlequin American Romance, No. 997)	Cathy Gillen Thacker	2003	Harlequin	http://images.amazon.com/images/P/0373750013.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373750013.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373750013.01.LZZZZZZZ.jpg	
532	0312422156	Middlesex: A Novel	Jeffrey Eugenides	2003	Picador	http://images.amazon.com/images/P/0312422156.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0312422156.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0312422156.01.LZZZZZZZ.jpg	
533	0425139069	Somebody Help Me	Beverly Hastings	1993	Berkley Publishing Group	http://images.amazon.com/images/P/0425139069.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425139069.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425139069.01.LZZZZZZZ.jpg	
534	0451524489	The Awakening and Selected Stories of Kate Chopin (Signet Classic)	Kate Chopin	1995	Signet Book	http://images.amazon.com/images/P/0451524489.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451524489.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451524489.01.LZZZZZZZ.jpg	
535	044022165X	The Rainmaker	JOHN GRISHAM	1996	Dell	http://images.amazon.com/images/P/044022165X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/044022165X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/044022165X.01.LZZZZZZZ.jpg	
536	0373123485	On The Tycoon's Terms   Do Not Disturb! (Harlequin Presents, 2348)	Sandra Field	2003	Harlequin	http://images.amazon.com/images/P/0373123485.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0373123485.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0373123485.01.LZZZZZZZ.jpg	
537	044132231X	Heathcliff Gone Fishing	George Gately	1985	Diamond Books (NY)	http://images.amazon.com/images/P/044132231X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/044132231X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/044132231X.01.LZZZZZZZ.jpg	
538	0786889705	Two for Texas	James Lee Burke	2000	Hyperion	http://images.amazon.com/images/P/0786889705.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0786889705.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0786889705.01.LZZZZZZZ.jpg	
539	0425137945	Greygallows	Barbara Michaels	1993	Berkley Publishing Group	http://images.amazon.com/images/P/0425137945.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425137945.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425137945.01.LZZZZZZZ.jpg	
540	042512892X	Into the Darkness	Barbara Michaels	1996	Berkley Publishing Group	http://images.amazon.com/images/P/042512892X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/042512892X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/042512892X.01.LZZZZZZZ.jpg	
541	0425113892	Someone in the House	Barbara Michaels	1989	Berkley Publishing Group	http://images.amazon.com/images/P/0425113892.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0425113892.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0425113892.01.LZZZZZZZ.jpg	
542	0394820371	The Phantom Tollbooth	Norton Juster	1993	Yearling Books	http://images.amazon.com/images/P/0394820371.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0394820371.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0394820371.01.LZZZZZZZ.jpg	
543	0449134482	Dances With Wolves	Michael Blake	1990	Fawcett Books	http://images.amazon.com/images/P/0449134482.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0449134482.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0449134482.01.LZZZZZZZ.jpg	
544	014036336X	The House With a Clock in Its Walls	John Bellairs	1993	Puffin Books	http://images.amazon.com/images/P/014036336X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/014036336X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/014036336X.01.LZZZZZZZ.jpg	
545	0812516826	Catnap : A Midnight Louie Mystery (A Midnight Louie Mystery)	Carole Nelson Douglas	1993	Forge Books	http://images.amazon.com/images/P/0812516826.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0812516826.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0812516826.01.LZZZZZZZ.jpg	
546	0345348036	The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure	WILLIAM GOLDMAN	1987	Del Rey	http://images.amazon.com/images/P/0345348036.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345348036.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345348036.01.LZZZZZZZ.jpg	
547	0679420118	A Dangerous Place: California's Unsettling Fate (Images of America)	Marc Reisner	2003	Pantheon Books	http://images.amazon.com/images/P/0679420118.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0679420118.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0679420118.01.LZZZZZZZ.jpg	
548	034538184X	Degree of Guilt	Richard North Patterson	1995	Ballantine Books	http://images.amazon.com/images/P/034538184X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/034538184X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/034538184X.01.LZZZZZZZ.jpg	
549	0140620125	Wuthering Heights (Penguin Popular Classics)	Emily Bronte	1994	Penguin Books Ltd	http://images.amazon.com/images/P/0140620125.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0140620125.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0140620125.01.LZZZZZZZ.jpg	
550	0140620109	Emma (Penguin Popular Classics)	Jane Austen	1994	Penguin Books Ltd	http://images.amazon.com/images/P/0140620109.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0140620109.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0140620109.01.LZZZZZZZ.jpg	
551	0375420827	The Art of Travel	Alain de Botton	2002	Pantheon	http://images.amazon.com/images/P/0375420827.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0375420827.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0375420827.01.LZZZZZZZ.jpg	
552	0671745530	SO LONG AND THANKS FOR ALL THE FISH (Hitchhiker's Trilogy (Paperback))	Douglas Adams	1991	Pocket	http://images.amazon.com/images/P/0671745530.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671745530.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671745530.01.LZZZZZZZ.jpg	
553	0805062971	Fight Club	Chuck Palahniuk	1999	Owl Books	http://images.amazon.com/images/P/0805062971.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0805062971.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0805062971.01.LZZZZZZZ.jpg	
554	0553211412	Wuthering Heights	Emily Bronte	1983	Bantam	http://images.amazon.com/images/P/0553211412.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553211412.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553211412.01.LZZZZZZZ.jpg	
555	0671510053	SHIPPING NEWS	Annie Proulx	1994	Scribner	http://images.amazon.com/images/P/0671510053.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0671510053.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0671510053.01.LZZZZZZZ.jpg	
556	1573229385	The Frog King: A Love Story	Adam Davies	2002	Riverhead Books	http://images.amazon.com/images/P/1573229385.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1573229385.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1573229385.01.LZZZZZZZ.jpg	
557	0945397410	Outhouses of Alaska	Harry M. Walker	1996	Epicenter Press	http://images.amazon.com/images/P/0945397410.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0945397410.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0945397410.01.LZZZZZZZ.jpg	
558	0060914653	The Unbearable Lightness of Being	Milan Kundera	1988	Harpercollins	http://images.amazon.com/images/P/0060914653.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0060914653.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0060914653.01.LZZZZZZZ.jpg	
559	0345347536	A Spell for Chameleon (Xanth Novels (Paperback))	Piers Anthony	1987	Del Rey Books	http://images.amazon.com/images/P/0345347536.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345347536.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345347536.01.LZZZZZZZ.jpg	
560	055321313X	Anne of Green Gables (Anne of Green Gables Novels (Paperback))	L.M. MONTGOMERY	1982	Bantam Classics	http://images.amazon.com/images/P/055321313X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/055321313X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/055321313X.01.LZZZZZZZ.jpg	
561	3473540420	Das Kurze Leben Der Sophie Scholl (Fiction, Poetry and Drama)	Vinke	0	Ravensburger Buchverlag Otto Maier GmbH	http://images.amazon.com/images/P/3473540420.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/3473540420.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/3473540420.01.LZZZZZZZ.jpg	
562	0876850867	Post Office	Charles Bukowski	1980	Black Sparrow Books	http://images.amazon.com/images/P/0876850867.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0876850867.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0876850867.01.LZZZZZZZ.jpg	
563	0140274154	On the Road (Essential.penguin S.)	Jack Kerouac	1998	Penguin Books Ltd	http://images.amazon.com/images/P/0140274154.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0140274154.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0140274154.01.LZZZZZZZ.jpg	
564	0679743464	Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International)	Haruki Murakami	1993	Vintage Books USA	http://images.amazon.com/images/P/0679743464.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0679743464.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0679743464.01.LZZZZZZZ.jpg	
565	0375704027	Norwegian Wood (Vintage International Original)	Haruki Murakami	2000	Vintage Books USA	http://images.amazon.com/images/P/0375704027.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0375704027.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0375704027.01.LZZZZZZZ.jpg	
566	0874067391	A Little Princess	Frances Hodgson  Burnett	1996	Pages Publishing Group	http://images.amazon.com/images/P/0874067391.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0874067391.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0874067391.01.LZZZZZZZ.jpg	
567	0451527038	The Call of the Wild: And Selected Stories (Signet Classics (Paperback))	Jack London	1998	Signet Classics	http://images.amazon.com/images/P/0451527038.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0451527038.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0451527038.01.LZZZZZZZ.jpg	
568	0975311255	A Temporary New Wife	Malcolm Goodway	2004	AuthorsOmniscient Publishers	http://images.amazon.com/images/P/0975311255.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0975311255.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0975311255.01.LZZZZZZZ.jpg	
569	0553586122	Reap the Wind	Iris Johansen	2002	Bantam Books	http://images.amazon.com/images/P/0553586122.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553586122.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553586122.01.LZZZZZZZ.jpg	
570	0553584510	The Survivors Club	LISA GARDNER	2003	Bantam	http://images.amazon.com/images/P/0553584510.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553584510.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553584510.01.LZZZZZZZ.jpg	
571	0345341201	Sins of Omission	FERN MICHAELS	1989	Ivy Books	http://images.amazon.com/images/P/0345341201.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345341201.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345341201.01.LZZZZZZZ.jpg	
572	1551662744	White Lies	Linda Howard	1997	Mira	http://images.amazon.com/images/P/1551662744.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/1551662744.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/1551662744.01.LZZZZZZZ.jpg	
573	0440216842	The Carousel	Belva Plain	1998	Dell	http://images.amazon.com/images/P/0440216842.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0440216842.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg	
574	0345443284	While I Was Gone	Sue Miller	1999	Ballantine Books	http://images.amazon.com/images/P/0345443284.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345443284.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345443284.01.LZZZZZZZ.jpg	
575	0553285653	Grass	Sheri S. Tepper	1990	Spectra Books	http://images.amazon.com/images/P/0553285653.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0553285653.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0553285653.01.LZZZZZZZ.jpg	
576	0394800133	One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books)	DR SEUSS	1960	Random House Books for Young Readers	http://images.amazon.com/images/P/0394800133.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0394800133.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0394800133.01.LZZZZZZZ.jpg	
577	0060972777	This Boy's Life: A Memoir	Tobias Wolff	1989	Perennial	http://images.amazon.com/images/P/0060972777.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0060972777.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0060972777.01.LZZZZZZZ.jpg	
578	0064401472	Zlateh the Goat and Other Stories	Isaac Bashevis Singer	1984	HarperCollins Publishers	http://images.amazon.com/images/P/0064401472.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0064401472.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0064401472.01.LZZZZZZZ.jpg	
579	055326382X	The Dancing Wu Li Masters: An Overview of the New Physics	Gary Zukav	1994	Bantam Books	http://images.amazon.com/images/P/055326382X.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/055326382X.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/055326382X.01.LZZZZZZZ.jpg	
580	0345418018	The World According to Garp (Ballantine Reader's Circle)	John Irving	1997	Ballantine Books	http://images.amazon.com/images/P/0345418018.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0345418018.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0345418018.01.LZZZZZZZ.jpg	
581	0684801469	Farewell To Arms	Ernest Hemingway	1995	Scribner	http://images.amazon.com/images/P/0684801469.01.THUMBZZZ.jpg	http://images.amazon.com/images/P/0684801469.01.MZZZZZZZ.jpg	http://images.amazon.com/images/P/0684801469.01.LZZZZZZZ.jpg	
